# 
# 04/20/2021 23:21:34
# The parameters defined in the project are:
# ,P26 - K,P76 - Mesh Relevance,P125 - celda1.x,P126 - celda1.y,P127 - volumen.x,P128 - volumen.y,P129 - H,P130 - L,P131 - Diametro,P132 - celda1.offsety,P133 - celda1.ny,P134 - celda1.offsetx,P135 - celda1.nx,P136 - celda2.x,P137 - celda2.y,P138 - celda2.offsety,P139 - celda2.ny,P140 - celda2.offsetx,P141 - celda2.nx,P142 - e,P193 - Volumenpila,P194 - Current,P195 - Rint,P199 - Flujo,P200 - ex [m],P201 - diametro [m],P202 - ey [m],P203 - k,P278 - pgen [W m^-3],P279 - massflow [kg s^-1],P280 - t_viento [C],P204 - D01 [kg m^-3],P205 - D02 [kg m^-3],P206 - D03 [kg m^-3],P207 - D04 [kg m^-3],P208 - D05 [kg m^-3],P209 - D06 [kg m^-3],P210 - D07 [kg m^-3],P211 - D08 [kg m^-3],P212 - D09 [kg m^-3],P213 - D10 [kg m^-3],P214 - D11 [kg m^-3],P215 - D12 [kg m^-3],P216 - D13 [kg m^-3],P217 - D14 [kg m^-3],P218 - D15 [kg m^-3],P219 - P01 [Pa],P220 - P02 [Pa],P221 - P03 [Pa],P222 - P04 [Pa],P223 - P05 [Pa],P224 - P06 [Pa],P225 - P07 [Pa],P226 - P08 [Pa],P227 - P09 [Pa],P228 - P11 [Pa],P229 - P10 [Pa],P230 - P12 [Pa],P231 - P13 [Pa],P232 - P14 [Pa],P233 - P15 [Pa],P234 - TC01 [K],P235 - TC02 [K],P236 - TC03 [K],P237 - TC04 [K],P238 - TC05 [K],P239 - TC06 [K],P240 - TC07 [K],P241 - TC09 [K],P242 - TC08 [K],P243 - TC10 [K],P244 - TC11 [K],P245 - TC12 [K],P246 - TC13 [K],P247 - TC14 [K],P248 - TF01 [K],P249 - TF02 [K],P250 - TF03 [K],P251 - TF04 [K],P252 - TF05 [K],P253 - TF06 [K],P254 - TF07 [K],P255 - TF08 [K],P256 - TF09 [K],P257 - TF10 [K],P258 - TF11 [K],P259 - TF12 [K],P260 - TF13 [K],P261 - TF14 [K],P262 - TF15 [K],P263 - V02 [m s^-1],P264 - V01 [m s^-1],P265 - V03 [m s^-1],P266 - V04 [m s^-1],P267 - V05 [m s^-1],P268 - V06 [m s^-1],P269 - V07 [m s^-1],P270 - V08 [m s^-1],P271 - V09 [m s^-1],P272 - V10 [m s^-1],P273 - V11 [m s^-1],P274 - V13 [m s^-1],P275 - V12 [m s^-1],P276 - V14 [m s^-1],P277 - V15 [m s^-1]
# 
# The following header line defines the name of the columns by reference to the parameters.
Name,P26,P76,P125,P126,P127,P128,P129,P130,P131,P132,P133,P134,P135,P136,P137,P138,P139,P140,P141,P142,P193,P194,P195,P199,P200,P201,P202,P203,P278,P279,P280,P204,P205,P206,P207,P208,P209,P210,P211,P212,P213,P214,P215,P216,P217,P218,P219,P220,P221,P222,P223,P224,P225,P226,P227,P228,P229,P230,P231,P232,P233,P234,P235,P236,P237,P238,P239,P240,P241,P242,P243,P244,P245,P246,P247,P248,P249,P250,P251,P252,P253,P254,P255,P256,P257,P258,P259,P260,P261,P262,P263,P264,P265,P266,P267,P268,P269,P270,P271,P272,P273,P274,P275,P276,P277
DP 230,1.2,-50,30,27.75,2.25,223.8,223.8,1405.3527042645962,25.5,56.1,3,97.168050304614013,14,78.584025152307021,55.8,56.1,2,97.168050304614013,13,15,3.3195835123697392E-05,9.184,0.032,150.25,0.03,0.025500000000000002,0.015,1.2,81307.410461055872,1.3134609031536684,21.25,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,316.938,291.432,267.66,244.336,221.886,197.914,176.42,156.429,133.666,90.4163,111.896,70.1634,48.0172,26.931,2.36157,300.55,300.846,301.182,301.562,301.98,302.173,302.664,303.037,302.933,303.647,303.818,304.165,304.309,304.719,294.898,295.24,295.534,295.801,296.081,296.32,296.602,296.935,297.251,297.52,297.852,298.171,298.448,298.747,298.931,7.52837,7.73312,7.32566,7.11378,6.96845,6.97129,6.87295,6.72074,6.85815,6.69099,6.73131,6.69844,6.61887,6.65229,6.92534
DP 231,1.2,-50,30,27.75,2.25,223.8,223.8,1405.3527042645962,25.5,56.1,3,97.168050304614013,14,78.584025152307021,55.8,56.1,2,97.168050304614013,13,15,3.3195835123697392E-05,9.49,0.032,150.25,0.03,0.025500000000000002,0.015,1.2,86815.806539016456,1.3134609031536684,21.25,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,316.938,291.432,267.66,244.336,221.886,197.914,176.42,156.429,133.666,90.4163,111.896,70.1634,48.0172,26.931,2.36157,300.967,301.283,301.642,302.047,302.493,302.7,303.224,303.622,303.511,304.273,304.456,304.827,304.98,305.418,294.932,295.297,295.611,295.896,296.195,296.45,296.751,297.107,297.445,297.731,298.086,298.426,298.722,299.042,299.238,7.52837,7.73312,7.32566,7.11378,6.96845,6.97129,6.87295,6.72074,6.85815,6.69099,6.73131,6.69844,6.61887,6.65229,6.92534
DP 232,1.2,-50,30,27.75,2.25,223.8,223.8,1405.3527042645962,25.5,56.1,3,97.168050304614013,14,78.584025152307021,55.8,56.1,2,97.168050304614013,13,15,3.3195835123697392E-05,9.796,0.032,150.25,0.03,0.025500000000000002,0.015,1.2,92504.728396119768,1.3134609031536684,21.25,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,316.938,291.432,267.66,244.336,221.886,197.914,176.42,156.429,133.666,90.4163,111.896,70.1634,48.0172,26.931,2.36157,301.397,301.734,302.116,302.548,303.024,303.244,303.802,304.226,304.108,304.92,305.115,305.51,305.674,306.14,294.967,295.355,295.691,295.994,296.313,296.585,296.905,297.284,297.644,297.949,298.328,298.69,299.005,299.346,299.555,7.52837,7.73312,7.32566,7.11378,6.96845,6.97129,6.87295,6.72074,6.85815,6.69099,6.73131,6.69844,6.61887,6.65229,6.92534
DP 233,1.2,-50,30,27.75,2.25,223.8,223.8,1405.3527042645962,25.5,56.1,3,97.168050304614013,14,78.584025152307021,55.8,56.1,2,97.168050304614013,13,15,3.3195835123697392E-05,10.102,0.032,150.25,0.03,0.025500000000000002,0.015,1.2,98374.176032365838,1.3134609031536684,21.25,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,316.938,291.432,267.66,244.336,221.886,197.914,176.42,156.429,133.666,90.4163,111.896,70.1634,48.0172,26.931,2.36157,301.841,302.2,302.606,303.065,303.571,303.805,304.399,304.85,304.724,305.588,305.794,306.215,306.389,306.885,295.003,295.416,295.773,296.095,296.434,296.723,297.064,297.467,297.85,298.174,298.577,298.962,299.297,299.66,299.882,7.52837,7.73312,7.32566,7.11378,6.96845,6.97129,6.87295,6.72074,6.85815,6.69099,6.73131,6.69844,6.61887,6.65229,6.92534
DP 234,1.2,-50,30,27.75,2.25,223.8,223.8,1405.3527042645962,25.5,56.1,3,97.168050304614013,14,78.584025152307021,55.8,56.1,2,97.168050304614013,13,15,3.3195835123697392E-05,10.408,0.032,150.25,0.03,0.025500000000000002,0.015,1.2,104424.14944775465,1.3134609031536684,21.25,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,316.938,291.432,267.66,244.336,221.886,197.914,176.42,156.429,133.666,90.4163,111.896,70.1634,48.0172,26.931,2.36157,302.299,302.679,303.111,303.598,304.135,304.383,305.014,305.492,305.358,306.276,306.495,306.941,307.126,307.653,295.04,295.479,295.857,296.199,296.559,296.866,297.228,297.655,298.062,298.406,298.834,299.243,299.599,299.983,300.22,7.52837,7.73312,7.32566,7.11378,6.96845,6.97129,6.87295,6.72074,6.85815,6.69099,6.73131,6.69844,6.61887,6.65229,6.92534
DP 235,1.2,-50,30,27.75,2.25,223.8,223.8,1405.3527042645962,25.5,56.1,3,97.168050304614013,14,78.584025152307021,55.8,56.1,2,97.168050304614013,13,15,3.3195835123697392E-05,10.714,0.032,150.25,0.03,0.025500000000000002,0.015,1.2,110654.64864228627,1.3134609031536684,21.25,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,316.938,291.432,267.66,244.336,221.886,197.914,176.42,156.429,133.666,90.4163,111.896,70.1634,48.0172,26.931,2.36157,302.77,303.173,303.63,304.147,304.716,304.979,305.647,306.154,306.012,306.984,307.217,307.69,307.885,308.443,295.078,295.543,295.944,296.306,296.688,297.013,297.396,297.85,298.281,298.645,299.099,299.532,299.909,300.316,300.567,7.52837,7.73312,7.32566,7.11378,6.96845,6.97129,6.87295,6.72074,6.85815,6.69099,6.73131,6.69844,6.61887,6.65229,6.92534
DP 236,1.2,-50,30,27.75,2.25,223.8,223.8,1405.3527042645962,25.5,56.1,3,97.168050304614013,14,78.584025152307021,55.8,56.1,2,97.168050304614013,13,15,3.3195835123697392E-05,11.02,0.032,150.25,0.03,0.025500000000000002,0.015,1.2,117065.67361596061,1.3134609031536684,21.25,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,316.938,291.432,267.66,244.336,221.886,197.914,176.42,156.429,133.666,90.4163,111.896,70.1634,48.0172,26.931,2.36157,303.255,303.681,304.165,304.712,305.314,305.592,306.298,306.835,306.685,307.714,307.959,308.46,308.667,309.257,295.117,295.609,296.033,296.417,296.82,297.165,297.57,298.05,298.505,298.891,299.371,299.829,300.228,300.659,300.924,7.52837,7.73312,7.32566,7.11378,6.96845,6.97129,6.87295,6.72074,6.85815,6.69099,6.73131,6.69844,6.61887,6.65229,6.92534
DP 237,1.2,-50,30,27.75,2.25,223.8,223.8,1405.3527042645962,25.5,56.1,3,97.168050304614013,14,78.584025152307021,55.8,56.1,2,97.168050304614013,13,15,3.3195835123697392E-05,11.327,0.032,150.25,0.03,0.025500000000000002,0.015,1.2,123679.06132504945,1.3134609031536684,21.25,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,316.938,291.432,267.66,244.336,221.886,197.914,176.42,156.429,133.666,90.4163,111.896,70.1634,48.0172,26.931,2.36157,303.756,304.206,304.717,305.294,305.93,306.224,306.971,307.538,307.379,308.466,308.725,309.254,309.473,310.096,295.158,295.678,296.126,296.531,296.957,297.321,297.749,298.256,298.737,299.145,299.652,300.136,300.557,301.013,301.293,7.52837,7.73312,7.32566,7.11378,6.96845,6.97129,6.87295,6.72074,6.85815,6.69099,6.73131,6.69844,6.61887,6.65229,6.92534
DP 238,1.2,-50,30,27.75,2.25,223.8,223.8,1405.3527042645962,25.5,56.1,3,97.168050304614013,14,78.584025152307021,55.8,56.1,2,97.168050304614013,13,15,3.3195835123697392E-05,11.633,0.032,150.25,0.03,0.025500000000000002,0.015,1.2,130451.72781053591,1.3134609031536684,21.25,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,316.938,291.432,267.66,244.336,221.886,197.914,176.42,156.429,133.666,90.4163,111.896,70.1634,48.0172,26.931,2.36157,304.268,304.743,305.282,305.891,306.562,306.871,307.659,308.257,308.09,309.236,309.51,310.067,310.298,310.956,295.199,295.747,296.22,296.648,297.097,297.481,297.932,298.467,298.975,299.405,299.939,300.45,300.894,301.375,301.67,7.52837,7.73312,7.32566,7.11378,6.96845,6.97129,6.87295,6.72074,6.85815,6.69099,6.73131,6.69844,6.61887,6.65229,6.92534
DP 239,1.2,-50,30,27.75,2.25,223.8,223.8,1405.3527042645962,25.5,56.1,3,97.168050304614013,14,78.584025152307021,55.8,56.1,2,97.168050304614013,13,15,3.3195835123697392E-05,11.939,0.032,150.25,0.03,0.025500000000000002,0.015,1.2,137404.92007516517,1.3134609031536684,21.25,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,316.938,291.432,267.66,244.336,221.886,197.914,176.42,156.429,133.666,90.4163,111.896,70.1634,48.0172,26.931,2.36157,304.794,305.294,305.862,306.503,307.21,307.536,308.366,308.996,308.819,310.027,310.315,310.903,311.146,311.838,295.242,295.819,296.317,296.767,297.241,297.645,298.121,298.684,299.219,299.672,300.234,300.773,301.24,301.747,302.058,7.52837,7.73312,7.32566,7.11378,6.96845,6.97129,6.87295,6.72074,6.85815,6.69099,6.73131,6.69844,6.61887,6.65229,6.92534
DP 240,1.2,-50,30,27.75,2.25,223.8,223.8,1405.3527042645962,25.5,56.1,3,97.168050304614013,14,78.584025152307021,55.8,56.1,2,97.168050304614013,13,15,3.3195835123697392E-05,12.245,0.032,150.25,0.03,0.025500000000000002,0.015,1.2,144538.63811893715,1.3134609031536684,21.25,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,316.938,291.432,267.66,244.336,221.886,197.914,176.42,156.429,133.666,90.4163,111.896,70.1634,48.0172,26.931,2.36157,305.333,305.86,306.457,307.132,307.875,308.218,309.091,309.754,309.568,310.838,311.141,311.759,312.015,312.744,295.285,295.893,296.417,296.89,297.388,297.814,298.314,298.906,299.469,299.945,300.537,301.103,301.596,302.128,302.455,7.52837,7.73312,7.32566,7.11378,6.96845,6.97129,6.87295,6.72074,6.85815,6.69099,6.73131,6.69844,6.61887,6.65229,6.92534
DP 241,1.2,-50,30,27.75,2.25,223.8,223.8,1405.3527042645962,25.5,56.1,3,97.168050304614013,14,78.584025152307021,55.8,56.1,2,97.168050304614013,13,15,3.3195835123697392E-05,12.551,0.032,150.25,0.03,0.025500000000000002,0.015,1.2,151852.8819418519,1.3134609031536684,21.25,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,316.938,291.432,267.66,244.336,221.886,197.914,176.42,156.429,133.666,90.4163,111.896,70.1634,48.0172,26.931,2.36157,305.887,306.44,307.067,307.776,308.557,308.917,309.834,310.531,310.336,311.67,311.989,312.638,312.906,313.672,295.33,295.969,296.519,297.016,297.54,297.987,298.512,299.134,299.725,300.226,300.848,301.443,301.96,302.519,302.863,7.52837,7.73312,7.32566,7.11378,6.96845,6.97129,6.87295,6.72074,6.85815,6.69099,6.73131,6.69844,6.61887,6.65229,6.92534
DP 242,1.2,-50,30,27.75,2.25,223.8,223.8,1405.3527042645962,25.5,56.1,3,97.168050304614013,14,78.584025152307021,55.8,56.1,2,97.168050304614013,13,15,3.3195835123697392E-05,12.857,0.032,150.25,0.03,0.025500000000000002,0.015,1.2,159347.65154390936,1.3134609031536684,21.25,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,316.938,291.432,267.66,244.336,221.886,197.914,176.42,156.429,133.666,90.4163,111.896,70.1634,48.0172,26.931,2.36157,306.454,307.034,307.692,308.436,309.255,309.634,310.596,311.327,311.122,312.522,312.857,313.538,313.82,314.623,295.376,296.046,296.623,297.145,297.695,298.164,298.715,299.368,299.988,300.514,301.166,301.79,302.333,302.92,303.281,7.52837,7.73312,7.32566,7.11378,6.96845,6.97129,6.87295,6.72074,6.85815,6.69099,6.73131,6.69844,6.61887,6.65229,6.92534
DP 243,1.2,-50,30,27.75,2.25,223.8,223.8,1405.3527042645962,25.5,56.1,3,97.168050304614013,14,78.584025152307021,55.8,56.1,2,97.168050304614013,13,15,3.3195835123697392E-05,13.163,0.032,150.25,0.03,0.025500000000000002,0.015,1.2,167022.94692510966,1.3134609031536684,21.25,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,316.938,291.432,267.66,244.336,221.886,197.914,176.42,156.429,133.666,90.4163,111.896,70.1634,48.0172,26.931,2.36157,307.034,307.642,308.332,309.112,309.971,310.368,311.376,312.142,311.928,313.395,313.746,314.46,314.755,315.597,295.423,296.125,296.73,297.278,297.853,298.345,298.923,299.607,300.257,300.808,301.492,302.146,302.715,303.33,303.708,7.52837,7.73312,7.32566,7.11378,6.96845,6.97129,6.87295,6.72074,6.85815,6.69099,6.73131,6.69844,6.61887,6.65229,6.92534
DP 244,1.2,-50,30,27.75,2.25,223.8,223.8,1405.3527042645962,25.5,56.1,3,97.168050304614013,14,78.584025152307021,55.8,56.1,2,97.168050304614013,13,15,3.3195835123697392E-05,13.469,0.032,150.25,0.03,0.025500000000000002,0.015,1.2,174878.76808545264,1.3134609031536684,21.25,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,316.938,291.432,267.66,244.336,221.886,197.914,176.42,156.429,133.666,90.4163,111.896,70.1634,48.0172,26.931,2.36157,307.629,308.265,308.988,309.804,310.703,311.119,312.175,312.977,312.752,314.288,314.656,315.403,315.712,316.594,295.471,296.206,296.84,297.413,298.016,298.53,299.135,299.852,300.533,301.109,301.826,302.51,303.106,303.75,304.146,7.52837,7.73312,7.32566,7.11378,6.96845,6.97129,6.87295,6.72074,6.85815,6.69099,6.73131,6.69844,6.61887,6.65229,6.92534
DP 245,1.2,-50,30,27.75,2.25,223.8,223.8,1405.3527042645962,25.5,56.1,3,97.168050304614013,14,78.584025152307021,55.8,56.1,2,97.168050304614013,13,15,3.3195835123697392E-05,13.776,0.032,150.25,0.03,0.025500000000000002,0.015,1.2,182941.67353737575,1.3134609031536684,21.25,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,316.938,291.432,267.66,244.336,221.886,197.914,176.42,156.429,133.666,90.4163,111.896,70.1634,48.0172,26.931,2.36157,308.238,308.904,309.66,310.514,311.455,311.889,312.994,313.833,313.598,315.205,315.59,316.372,316.695,317.618,295.521,296.29,296.953,297.552,298.182,298.721,299.354,300.103,300.816,301.419,302.168,302.884,303.507,304.181,304.595,7.52837,7.73312,7.32566,7.11378,6.96845,6.97129,6.87295,6.72074,6.85815,6.69099,6.73131,6.69844,6.61887,6.65229,6.92534
DP 246,1.2,-50,30,27.75,2.25,223.8,223.8,1405.3527042645962,25.5,56.1,3,97.168050304614013,14,78.584025152307021,55.8,56.1,2,97.168050304614013,13,15,3.3195835123697392E-05,14.082,0.032,150.25,0.03,0.025500000000000002,0.015,1.2,191159.13620953093,1.3134609031536684,21.25,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,316.938,291.432,267.66,244.336,221.886,197.914,176.42,156.429,133.666,90.4163,111.896,70.1634,48.0172,26.931,2.36157,308.86,309.556,310.346,311.238,312.221,312.675,313.829,314.706,314.461,316.14,316.541,317.358,317.697,318.661,295.571,296.375,297.067,297.694,298.352,298.915,299.576,300.359,301.104,301.734,302.517,303.266,303.916,304.621,305.053,7.52837,7.73312,7.32566,7.11378,6.96845,6.97129,6.87295,6.72074,6.85815,6.69099,6.73131,6.69844,6.61887,6.65229,6.92534
DP 247,1.2,-50,30,27.75,2.25,223.8,223.8,1405.3527042645962,25.5,56.1,3,97.168050304614013,14,78.584025152307021,55.8,56.1,2,97.168050304614013,13,15,3.3195835123697392E-05,14.388,0.032,150.25,0.03,0.025500000000000002,0.015,1.2,199557.12466082879,1.3134609031536684,21.25,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,316.938,291.432,267.66,244.336,221.886,197.914,176.42,156.429,133.666,90.4163,111.896,70.1634,48.0172,26.931,2.36157,309.495,310.222,311.046,311.978,313.004,313.478,314.683,315.598,315.342,317.095,317.514,318.367,318.72,319.726,295.622,296.461,297.184,297.838,298.526,299.113,299.804,300.621,301.398,302.056,302.873,303.655,304.335,305.07,305.521,7.52837,7.73312,7.32566,7.11378,6.96845,6.97129,6.87295,6.72074,6.85815,6.69099,6.73131,6.69844,6.61887,6.65229,6.92534
DP 248,1.2,-50,30,27.75,2.25,223.8,223.8,1405.3527042645962,25.5,56.1,3,97.168050304614013,14,78.584025152307021,55.8,56.1,2,97.168050304614013,13,15,3.3195835123697392E-05,14.694,0.032,150.25,0.03,0.025500000000000002,0.015,1.2,208135.63889126948,1.3134609031536684,21.25,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,316.938,291.432,267.66,244.336,221.886,197.914,176.42,156.429,133.666,90.4163,111.896,70.1634,48.0172,26.931,2.36157,310.144,310.902,311.762,312.733,313.804,314.298,315.555,316.509,316.242,318.071,318.508,319.397,319.765,320.815,295.675,296.55,297.304,297.986,298.703,299.316,300.036,300.889,301.699,302.385,303.238,304.053,304.762,305.528,306,7.52837,7.73312,7.32566,7.11378,6.96845,6.97129,6.87295,6.72074,6.85815,6.69099,6.73131,6.69844,6.61887,6.65229,6.92534
DP 249,1.2,-50,30,27.75,2.25,223.8,223.8,1405.3527042645962,25.5,56.1,3,97.168050304614013,14,78.584025152307021,55.8,56.1,2,97.168050304614013,13,15,3.3195835123697392E-05,15,0.032,150.25,0.03,0.025500000000000002,0.015,1.2,216894.67890085289,1.3134609031536684,21.25,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,316.938,291.432,267.66,244.336,221.886,197.914,176.42,156.429,133.666,90.4163,111.896,70.1634,48.0172,26.931,2.36157,310.807,311.596,312.492,313.505,314.62,315.135,316.445,317.44,317.161,319.067,319.522,320.449,320.833,321.927,295.729,296.64,297.426,298.137,298.884,299.523,300.273,301.162,302.007,302.722,303.61,304.459,305.198,305.997,306.488,7.52837,7.73312,7.32566,7.11378,6.96845,6.97129,6.87295,6.72074,6.85815,6.69099,6.73131,6.69844,6.61887,6.65229,6.92534
DP 250,0.3,-50,30,25.25,4.75,130.45,130.45,691.228156303948,20.5,26.650000000000002,3,46.159154021710577,14,53.079577010855289,38.575,26.650000000000002,2,46.159154021710577,13,15,2.1454132580905545E-05,3.75,0.032,50.75,0.03,0.0205,0.015,0.3,20974.979916014214,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,114.48,94.5277,82.8418,72.2066,62.1607,55.0195,48.1983,41.6847,35.8002,23.8991,29.7495,17.7309,12.1547,5.49964,-1.9218,288.339,288.878,289.359,289.962,290.483,291.042,291.673,292.888,292.217,293.427,293.9,294.395,294.9,295.431,287.056,287.308,287.633,288.035,288.461,288.947,289.463,290.01,290.529,291.07,291.617,292.103,292.559,292.993,293.264,6.22599,7.8427,5.12629,4.46973,4.19821,3.7489,3.42153,3.31541,3.19328,3.17141,3.12621,3.08942,3.14199,3.20706,3.38175
DP 251,0.324,-50,30,25.25,4.75,131.926,131.926,703.15852226648258,20.5,27.142000000000003,3,47.011323019034471,14,53.505661509517239,38.821,27.142000000000003,2,47.011323019034471,13,15,2.1454132580905545E-05,3.75,0.032,50.75,0.03,0.0205,0.015,0.324,20974.979916014214,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,111.402,93.7873,82.8477,71.865,62.0423,55.1159,48.164,41.347,35.434,23.5244,29.2548,17.6023,11.9845,6.18109,-1.08514,288.472,288.853,289.415,289.845,290.463,291.084,291.655,292.653,292.116,293.236,293.746,294.319,294.816,295.166,287.058,287.301,287.606,288.006,288.409,288.895,289.354,289.847,290.36,290.843,291.359,291.841,292.31,292.652,292.644,5.96699,7.60306,4.77921,4.28607,3.82418,3.4325,3.30028,3.26307,3.08387,3.10453,2.9923,2.98705,2.96047,2.99754,3.36586
DP 252,0.349,-50,30,25.25,4.75,133.4635,133.4635,715.58598681078922,20.5,27.6545,3,47.898999057913514,14,53.949499528956764,39.07725,27.6545,2,47.898999057913514,13,15,2.1454132580905545E-05,3.75,0.032,50.75,0.03,0.0205,0.015,0.349,20974.979916014214,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,109.388,92.993,81.0383,70.7475,61.6942,54.318,47.5254,41.1028,35.2065,23.511,29.587,17.8719,12.2041,6.79285,-0.503027,288.471,288.92,289.362,289.824,290.398,290.931,291.407,292.463,292.002,292.999,293.575,293.975,294.382,294.801,287.054,287.271,287.583,287.934,288.325,288.755,289.21,289.689,290.167,290.637,291.149,291.6,292.014,292.409,292.591,5.83471,7.36114,4.83648,4.20315,3.86128,3.58394,3.40698,3.18232,3.09214,3.07805,3.05701,2.94641,2.98463,2.9701,3.38045
DP 253,0.373,-50,30,25.25,4.75,134.9395,134.9395,727.51635277332366,20.5,28.1465,3,48.7511680552374,14,54.3755840276187,39.32325,28.1465,2,48.7511680552374,13,15,2.1454132580905545E-05,3.75,0.032,50.75,0.03,0.0205,0.015,0.373,20974.979916014214,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,109.095,92.8745,80.5011,70.9171,61.3235,54.0898,46.9565,40.4754,33.9941,23.0824,28.6224,17.3111,11.783,6.16581,-0.934459,288.453,288.885,289.347,289.794,290.28,290.678,291.159,292.2,291.676,292.723,293.056,293.64,293.989,294.43,287.057,287.276,287.577,287.888,288.257,288.656,289.073,289.488,289.913,290.389,290.833,291.277,291.702,292.123,292.312,5.18158,7.0029,4.54961,4.16191,3.83486,3.50547,3.38004,3.26538,3.17799,2.96999,2.98231,2.9887,3.00572,2.9505,3.31156
DP 254,0.398,-50,30,25.25,4.75,136.477,136.477,739.94381731763042,20.5,28.659000000000002,3,49.638844094116457,14,54.819422047058232,39.5795,28.659000000000002,2,49.638844094116457,13,15,2.1454132580905545E-05,3.75,0.032,50.75,0.03,0.0205,0.015,0.398,20974.979916014214,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,104.118,90.3021,79.6334,69.4434,60.4337,53.2177,46.3204,40.4115,34.1238,22.6948,28.5207,17.3701,11.9952,6.60663,-0.352104,288.452,288.802,289.185,289.577,289.998,290.506,290.94,291.864,291.38,292.23,292.735,293.198,293.644,294.025,287.063,287.259,287.516,287.806,288.132,288.483,288.871,289.263,289.667,290.088,290.507,290.934,291.361,291.769,291.972,5.52189,6.83295,4.62798,4.22442,3.87394,3.5852,3.42806,3.2581,3.1932,3.10357,3.05444,2.99898,3.00089,2.99749,3.35219
DP 255,0.422,-50,30,25.25,4.75,137.953,137.953,751.87418328016474,20.5,29.151,3,50.491013091440337,14,55.245506545720175,39.8255,29.151,2,50.491013091440337,13,15,2.1454132580905545E-05,3.75,0.032,50.75,0.03,0.0205,0.015,0.422,20974.979916014214,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,104.12,88.4777,78.2656,68.0107,59.4496,52.04,45.2548,38.7539,33.2332,22.0787,27.5748,16.7874,11.7556,6.17899,-0.530142,288.485,288.857,289.285,289.712,290.148,290.592,290.979,291.985,291.476,292.297,292.764,293.24,293.697,294,287.053,287.252,287.498,287.796,288.128,288.475,288.857,289.234,289.604,290.007,290.43,290.825,291.182,291.61,291.794,5.32861,6.58088,4.46464,4.0464,3.74551,3.42806,3.29042,3.15771,3.00254,3.00745,2.8314,2.81872,2.87098,2.87606,3.18345
